Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumCatalogPurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Year,Tenure,Customer_Active_Days,Total_Spent,Total_Purchases,Web_Ratio,Store_Ratio,Deal_Ratio,Living_Situation,Education_Level,Total_Children,Is_Parent,Age,Website_Activity,Cluster,Total_PromoAccepted
2,58113.0,0,1,66,221,104,169,102,78,84,2,7,0,0,0,0,0,1,0,2013,520,4575,758,22,0.4090909090909091,0.36363636363636365,0.13636363636363635,1,0,1,1,66,16,3,0
3,51412.0,0,1,42,140,3,29,4,5,14,2,4,0,0,0,0,0,0,0,2013,180,4235,195,11,0.2727272727272727,0.36363636363636365,0.18181818181818182,1,1,1,1,67,7,0,0
2,15287.0,1,0,60,1,2,8,4,3,13,1,7,1,0,0,0,0,0,1,2012,627,4682,31,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,0,1,1,46,8,2,1
3,66636.0,0,0,64,291,10,689,84,10,0,4,1,0,0,0,0,0,0,0,2013,316,4371,1084,17,0.17647058823529413,0.5294117647058824,0.058823529411764705,1,1,0,0,68,4,1,0
3,50965.0,0,1,87,544,13,85,8,6,29,4,8,1,0,0,0,0,0,0,2013,494,4549,685,22,0.45454545454545453,0.22727272727272727,0.13636363636363635,1,1,1,1,69,18,3,1
4,84618.0,0,0,96,684,100,801,21,66,0,9,2,0,0,1,0,0,0,0,2013,219,4274,1672,26,0.23076923076923078,0.38461538461538464,0.038461538461538464,1,1,0,0,60,8,1,1
2,18351.0,0,0,1,1,12,9,0,14,7,0,7,0,0,0,0,0,0,0,2013,243,4298,43,6,0.3333333333333333,0.5,0.16666666666666666,1,0,0,0,35,9,2,0
4,40451.0,0,2,54,35,0,4,0,0,10,1,5,1,0,0,0,0,0,0,2014,133,4188,49,5,0.2,0.4,0.2,1,1,2,1,68,6,0,1
2,36317.0,0,1,53,87,3,25,3,2,13,0,7,0,0,0,0,0,0,0,2013,403,4458,133,9,0.3333333333333333,0.4444444444444444,0.2222222222222222,1,0,1,1,60,10,2,0
2,42213.0,0,1,96,309,3,24,4,3,20,1,7,0,1,0,0,0,0,0,2013,260,4315,363,15,0.3333333333333333,0.4666666666666667,0.13333333333333333,1,0,1,1,68,12,0,1
2,65748.0,0,1,58,172,73,93,95,78,34,4,1,0,0,0,0,0,1,0,2013,440,4495,545,18,0.1111111111111111,0.5555555555555556,0.1111111111111111,1,0,1,1,70,3,1,0
2,77044.0,0,1,12,625,38,242,50,34,76,11,4,1,0,0,0,0,0,0,2013,245,4300,1065,31,0.22580645161290322,0.3548387096774194,0.06451612903225806,1,0,1,1,53,11,3,1
2,74918.0,0,0,78,972,59,913,25,19,59,9,3,0,0,1,0,0,0,0,2013,474,4529,2047,21,0.23809523809523808,0.2857142857142857,0.047619047619047616,1,0,0,0,56,8,1,1
2,56721.0,1,1,64,157,6,39,6,13,75,1,6,0,0,0,0,0,0,0,2012,606,4661,296,15,0.26666666666666666,0.3333333333333333,0.3333333333333333,1,0,2,1,53,10,2,0
2,42160.0,1,1,26,48,9,45,3,15,20,1,6,0,0,0,0,0,0,1,2013,366,4421,140,11,0.18181818181818182,0.36363636363636365,0.36363636363636365,0,0,2,1,50,8,2,0
2,61559.0,0,1,8,279,83,88,32,14,34,2,3,0,0,0,0,0,0,0,2013,347,4402,530,17,0.23529411764705882,0.5882352941176471,0.058823529411764705,0,0,1,1,60,7,0,0
4,33629.0,1,1,49,132,0,16,0,0,4,1,9,0,0,0,0,0,0,0,2012,690,4745,152,13,0.23076923076923078,0.3076923076923077,0.38461538461538464,1,1,2,1,62,12,2,0
4,68682.0,0,0,56,919,0,505,99,30,45,9,2,0,0,0,0,0,0,0,2013,266,4321,1598,24,0.16666666666666666,0.4166666666666667,0.041666666666666664,1,1,0,0,34,6,1,0
2,34377.0,0,1,55,62,0,22,3,1,26,2,7,0,0,0,0,0,0,0,2013,526,4581,114,8,0.25,0.25,0.25,0,0,1,1,62,9,2,0
1,8940.0,1,0,25,1,45,3,4,6,42,1,8,0,0,0,0,0,0,0,2012,676,4731,101,10,0.3,0.3,0.3,0,2,1,1,39,11,2,0
2,26228.0,1,0,50,2,6,4,3,1,9,0,8,0,0,0,0,0,0,0,2013,280,4335,25,4,0.25,0.5,0.25,1,0,1,1,52,9,2,0
0,77297.0,0,0,84,408,61,109,48,122,41,7,4,0,0,0,1,0,0,0,2013,519,4574,789,22,0.22727272727272727,0.4090909090909091,0.045454545454545456,0,2,0,0,68,9,1,1
2,40211.0,1,1,30,51,1,7,2,1,25,1,8,1,0,0,0,0,0,0,2013,334,4389,87,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,0,2,1,44,10,2,1
4,33438.0,1,1,81,62,1,16,3,2,6,1,5,0,0,0,0,0,0,0,2013,280,4335,90,11,0.18181818181818182,0.36363636363636365,0.36363636363636365,0,1,2,1,67,7,0,0
4,75032.0,0,1,74,952,12,180,47,12,12,4,3,0,0,0,0,0,0,0,2013,427,4482,1215,20,0.25,0.45,0.1,1,1,1,1,66,8,3,0
4,61284.0,0,0,76,618,15,106,20,7,45,2,6,0,1,0,0,0,0,0,2013,260,4315,811,22,0.5,0.36363636363636365,0.045454545454545456,0,1,0,0,70,17,3,1
2,22518.0,1,0,36,11,7,12,2,2,27,1,5,1,0,0,0,0,0,1,2012,615,4670,61,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,1,0,1,1,39,7,2,1
3,54730.0,0,1,64,318,3,17,4,7,56,1,4,0,0,0,0,0,0,0,2013,318,4373,405,18,0.2222222222222222,0.4444444444444444,0.2777777777777778,1,1,1,1,50,8,0,0
3,38452.0,1,1,62,56,0,14,0,0,2,0,7,0,0,0,0,0,0,0,2014,91,4146,72,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,2,1,70,10,0,0
2,44421.0,1,1,53,110,5,59,7,1,7,0,8,0,0,0,0,0,0,0,2013,499,4554,189,14,0.35714285714285715,0.2857142857142857,0.35714285714285715,0,0,2,1,54,13,2,0
4,38197.0,1,0,86,23,0,11,2,1,3,0,5,0,0,0,0,0,0,0,2013,365,4420,40,5,0.2,0.6,0.2,1,1,1,1,39,6,0,0
2,41986.0,0,1,15,27,5,8,8,3,12,0,4,0,0,0,0,0,0,0,2014,140,4195,63,10,0.3,0.4,0.3,0,0,1,1,47,7,0,0
2,28427.0,1,0,67,18,3,19,3,3,6,0,8,0,0,0,0,0,0,0,2013,465,4520,52,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,0,1,1,42,10,2,0
4,37395.0,1,0,47,18,0,9,0,1,11,0,6,0,0,0,0,0,0,0,2014,58,4113,39,5,0.2,0.6,0.2,1,1,1,1,49,7,0,0
2,64722.0,1,0,47,303,0,280,60,147,15,2,6,0,0,0,0,0,0,0,2014,34,4089,805,25,0.32,0.44,0.16,1,0,1,1,54,14,3,0
3,55249.0,0,1,81,97,1,19,2,0,11,1,3,0,0,0,0,0,0,0,2014,73,4128,130,8,0.25,0.5,0.125,1,1,1,1,69,5,0,0
2,84906.0,0,0,98,997,15,414,99,30,76,6,2,0,1,1,0,1,0,0,2013,268,4323,1631,24,0.20833333333333334,0.5,0.041666666666666664,1,0,0,0,53,7,1,3
2,28691.0,1,0,56,5,4,13,8,0,4,0,8,0,0,0,0,0,0,0,2013,360,4415,34,5,0.2,0.6,0.2,1,0,1,1,36,9,2,0
2,44213.0,1,1,48,95,11,35,0,4,7,1,6,0,0,0,0,0,0,0,2013,212,4267,152,12,0.16666666666666666,0.4166666666666667,0.3333333333333333,0,0,2,1,73,8,0,0
1,25707.0,1,0,18,1,6,2,3,6,3,0,7,0,0,0,0,0,0,0,2014,162,4217,21,5,0.2,0.6,0.2,0,2,1,1,41,8,0,0
4,59062.0,2,1,74,46,1,12,3,0,9,0,4,0,0,0,0,0,0,0,2013,269,4324,71,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,1,1,3,1,58,6,0,0
2,76624.0,0,1,68,411,106,147,54,115,66,10,1,1,0,0,0,0,0,0,2014,36,4091,899,23,0.21739130434782608,0.30434782608695654,0.043478260869565216,0,0,1,1,63,6,1,1
3,66000.0,0,0,36,244,51,270,101,0,45,3,1,0,0,0,0,0,0,0,2014,70,4125,711,10,0.1,0.5,0.1,1,1,0,0,78,2,1,0
4,27683.0,1,0,90,152,9,121,12,12,45,2,8,0,0,0,0,0,0,0,2012,694,4749,351,16,0.375,0.25,0.25,1,1,1,1,47,14,2,0
2,1730.0,0,0,65,1,1,3,1,1,1,0,20,0,0,0,0,0,0,0,2014,42,4097,8,15,0.0,0.0,1.0,0,0,0,0,54,20,2,0
1,7500.0,1,0,63,10,17,18,8,26,40,2,9,0,0,0,0,0,0,0,2012,573,4628,119,11,0.2727272727272727,0.18181818181818182,0.36363636363636365,0,2,1,1,33,12,2,0
2,40521.0,1,1,82,12,0,5,0,0,4,1,5,0,0,0,0,0,0,0,2013,450,4505,21,4,0.0,0.5,0.25,1,0,2,1,57,5,0,0
4,20427.0,1,0,63,5,0,4,0,0,1,0,8,0,0,0,0,0,0,0,2014,97,4152,10,4,0.25,0.5,0.25,1,1,1,1,52,9,0,0
2,65106.0,0,1,55,790,19,133,12,0,19,3,6,0,1,0,0,0,0,0,2014,36,4091,973,27,0.2962962962962963,0.48148148148148145,0.1111111111111111,1,0,1,1,50,14,3,1
4,69969.0,0,0,64,882,29,514,38,29,44,2,3,0,0,1,1,0,0,1,2013,306,4361,1536,13,0.3076923076923077,0.46153846153846156,0.07692307692307693,1,1,0,0,60,7,1,2
2,67433.0,0,2,51,615,28,259,12,48,30,5,4,0,1,0,0,0,0,0,2013,348,4403,992,28,0.21428571428571427,0.4642857142857143,0.14285714285714285,1,0,2,1,73,10,3,1
4,77766.0,0,1,97,1004,59,265,115,59,27,10,6,1,0,0,0,0,0,1,2013,492,4547,1529,34,0.3235294117647059,0.3235294117647059,0.058823529411764705,1,1,1,1,58,17,3,1
2,74716.0,0,1,92,133,27,421,13,195,71,3,4,0,0,0,0,0,0,0,2013,290,4345,860,17,0.4117647058823529,0.29411764705882354,0.11764705882352941,1,0,1,1,53,11,3,0
2,68118.0,0,1,51,595,23,123,10,23,154,9,6,0,0,0,0,0,0,0,2013,254,4309,928,23,0.34782608695652173,0.17391304347826086,0.08695652173913043,0,0,1,1,62,14,3,0
4,55158.0,1,1,72,293,0,87,4,11,23,2,7,0,0,0,0,0,0,1,2012,699,4754,418,18,0.3888888888888889,0.2777777777777778,0.2222222222222222,1,1,2,1,55,14,3,0
0,62972.0,0,1,39,313,15,47,20,0,192,4,6,0,0,0,0,0,0,1,2012,695,4750,587,16,0.4375,0.1875,0.125,1,2,1,1,70,13,3,0
2,74190.0,0,1,49,151,81,86,168,91,64,2,2,0,0,0,0,0,0,0,2014,48,4103,641,19,0.21052631578947367,0.5789473684210527,0.10526315789473684,1,0,1,1,50,6,1,0
2,39356.0,1,1,21,15,0,2,0,0,6,0,6,1,0,0,0,0,0,0,2014,102,4157,23,4,0.25,0.5,0.25,1,0,2,1,49,7,0,1
2,76653.0,0,0,91,736,63,946,219,189,126,7,2,0,0,1,1,0,0,0,2013,317,4372,2279,23,0.17391304347826086,0.4782608695652174,0.043478260869565216,1,0,0,0,56,6,1,2
4,35860.0,1,1,37,15,0,8,4,2,20,1,5,1,0,0,0,0,0,0,2014,41,4096,49,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,0,1,2,1,52,6,0,1
4,90687.0,0,0,98,982,17,672,23,34,51,2,2,0,0,1,0,0,0,1,2013,403,4458,1779,17,0.35294117647058826,0.47058823529411764,0.058823529411764705,0,1,0,0,42,8,1,1
3,73450.0,0,0,85,1142,51,415,90,69,37,8,3,1,0,0,1,0,0,0,2013,206,4261,1804,27,0.25925925925925924,0.4074074074074074,0.037037037037037035,1,1,0,0,43,10,1,2
2,31454.0,1,1,40,28,0,11,0,0,9,0,8,0,0,0,0,0,0,0,2013,358,4413,48,8,0.25,0.375,0.375,1,0,2,1,65,10,2,0
2,47139.0,1,1,2,46,0,12,0,2,23,1,7,0,0,0,0,0,0,1,2014,115,4170,83,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0,2,1,73,9,0,0
2,83829.0,0,0,78,897,161,430,186,161,27,7,1,1,0,1,1,0,0,1,2013,264,4319,1862,17,0.23529411764705882,0.35294117647058826,0.0,0,0,0,0,50,5,1,3
4,53378.0,1,1,41,489,6,152,8,6,132,4,8,0,0,0,0,0,0,1,2012,643,4698,793,29,0.3103448275862069,0.20689655172413793,0.3448275862068966,1,1,2,1,62,17,3,0
2,19656.0,1,0,94,25,4,9,6,8,32,1,7,0,0,0,0,0,0,0,2013,506,4561,84,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,1,0,1,1,55,9,2,0
4,45579.0,0,1,10,145,1,33,2,1,1,1,6,0,0,0,0,0,0,0,2013,313,4368,183,10,0.4,0.4,0.1,1,1,1,1,77,10,0,0
0,85485.0,0,0,73,630,26,611,44,18,54,6,2,0,0,0,0,0,0,0,2014,8,4063,1383,19,0.3157894736842105,0.3157894736842105,0.05263157894736842,0,2,0,0,67,8,1,0
2,55956.0,0,0,22,760,38,104,50,9,38,3,4,0,1,0,0,0,0,0,2014,83,4138,999,16,0.4375,0.25,0.125,1,0,0,0,81,11,3,1
3,64191.0,0,1,30,420,15,186,151,38,15,3,3,0,0,0,0,0,0,0,2013,523,4578,825,24,0.20833333333333334,0.5416666666666666,0.125,0,1,1,1,62,8,3,0
2,38808.0,1,0,21,125,17,52,3,19,30,1,8,1,0,0,0,0,0,1,2012,672,4727,246,14,0.35714285714285715,0.2857142857142857,0.2857142857142857,0,0,1,1,53,13,2,1
3,57183.0,1,1,51,464,5,64,7,0,70,1,8,0,0,0,0,0,0,0,2013,467,4522,610,25,0.36,0.28,0.32,1,1,2,1,59,17,3,0
3,23748.0,1,0,97,6,6,29,12,15,8,1,8,0,0,0,0,0,0,0,2012,585,4640,76,9,0.2222222222222222,0.3333333333333333,0.3333333333333333,0,1,1,1,57,10,2,0
2,66303.0,0,1,56,1090,12,96,16,12,60,4,8,0,1,0,0,0,0,0,2013,488,4543,1286,22,0.13636363636363635,0.5,0.18181818181818182,1,0,1,1,54,11,3,1
3,37368.0,1,0,4,3,2,11,2,2,10,0,6,1,0,0,0,0,0,0,2013,195,4250,30,4,0.25,0.5,0.25,1,1,1,1,50,7,0,1
2,40800.0,1,2,77,24,0,27,8,30,10,0,7,0,0,0,0,0,1,0,2013,544,4599,99,8,0.375,0.375,0.25,1,0,3,1,61,10,2,0
2,71847.0,0,0,95,737,21,106,55,63,210,7,3,0,0,0,1,0,0,0,2012,646,4701,1192,22,0.2727272727272727,0.4090909090909091,0.0,0,0,0,0,47,9,1,1
2,46149.0,0,1,36,254,6,71,4,0,27,1,5,0,0,0,0,0,0,0,2013,212,4267,362,18,0.2777777777777778,0.3888888888888889,0.2777777777777778,1,0,1,1,50,10,0,0
2,78687.0,0,0,13,817,185,687,145,55,241,6,2,0,0,1,0,0,0,1,2012,689,4744,2130,19,0.21052631578947367,0.42105263157894735,0.05263157894736842,1,0,0,0,42,6,1,1
0,49118.0,0,0,90,620,54,239,99,98,119,7,7,0,1,0,0,1,0,1,2012,680,4735,1229,28,0.32142857142857145,0.35714285714285715,0.07142857142857142,0,2,0,0,54,16,1,2
4,37633.0,1,1,49,13,4,20,0,0,1,0,9,0,0,0,0,0,0,0,2012,647,4702,38,6,0.16666666666666666,0.5,0.3333333333333333,1,1,2,1,68,10,2,0
3,39767.0,0,0,18,113,61,204,34,26,47,1,8,0,0,0,0,0,0,0,2013,343,4398,485,17,0.4117647058823529,0.4117647058823529,0.11764705882352941,1,1,0,0,74,15,3,0
1,26997.0,0,0,89,7,23,78,133,49,144,2,7,0,0,0,0,0,0,0,2012,601,4656,434,13,0.3076923076923077,0.38461538461538464,0.15384615384615385,1,2,0,0,74,11,3,0
2,33986.0,1,0,43,16,2,18,2,1,5,0,7,0,0,0,0,0,0,0,2013,472,4527,44,5,0.2,0.6,0.2,0,0,1,1,55,8,2,0
4,57091.0,0,1,82,462,0,24,6,0,4,2,7,0,1,0,0,0,0,1,2012,583,4638,496,18,0.5,0.2777777777777778,0.1111111111111111,1,1,1,1,53,16,3,1
0,46831.0,1,1,84,22,2,10,6,4,34,2,4,0,0,0,0,0,0,0,2013,386,4441,78,7,0.14285714285714285,0.2857142857142857,0.2857142857142857,1,2,2,1,56,5,2,0
3,83151.0,0,0,80,968,147,842,137,42,210,7,2,1,0,1,1,0,0,1,2013,504,4559,2346,23,0.21739130434782608,0.43478260869565216,0.043478260869565216,1,1,0,0,53,7,1,3
2,52531.0,0,0,68,283,112,151,51,72,125,2,6,0,0,0,0,0,0,0,2012,546,4601,794,21,0.3333333333333333,0.47619047619047616,0.09523809523809523,1,0,0,0,54,13,1,0
2,15759.0,0,0,12,1,2,5,6,0,3,0,7,0,0,0,0,0,0,0,2013,297,4352,17,4,0.25,0.5,0.25,1,0,0,0,69,8,2,0
2,22804.0,1,0,75,14,1,7,2,1,1,0,9,0,0,0,0,0,0,0,2013,333,4388,26,5,0.4,0.4,0.2,0,0,1,1,54,11,2,0
0,43050.0,1,0,10,30,5,24,6,3,8,0,5,0,0,0,0,0,0,0,2014,103,4158,76,8,0.25,0.5,0.25,1,2,1,1,52,7,0,0
4,42997.0,1,1,91,4,0,5,0,1,5,0,7,0,0,0,0,0,0,0,2013,204,4259,15,4,0.25,0.5,0.25,0,1,2,1,48,8,0,0
4,48918.0,1,1,21,52,0,9,0,0,1,0,4,0,0,0,0,0,0,0,2014,78,4133,62,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,1,2,1,62,5,0,0
3,60033.0,0,1,28,62,1,57,19,11,48,1,2,0,0,0,0,0,0,0,2014,92,4147,198,10,0.2,0.5,0.2,1,1,1,1,71,4,0,0
4,34043.0,1,0,97,20,2,14,3,0,10,0,9,0,0,0,0,0,0,0,2013,247,4302,49,5,0.4,0.4,0.2,1,1,1,1,47,11,2,0
2,57811.0,0,1,49,545,7,114,37,21,78,2,5,0,1,0,0,0,0,0,2013,370,4425,802,25,0.28,0.44,0.2,1,0,1,1,59,12,3,1
2,78569.0,0,0,14,558,79,622,207,175,95,6,1,0,0,1,0,0,0,1,2014,130,4185,1736,15,0.26666666666666666,0.26666666666666666,0.06666666666666667,1,0,0,0,79,5,1,1
2,7500.0,1,1,5,6,5,4,13,4,25,1,6,0,0,0,0,0,0,0,2012,549,4604,57,10,0.2,0.3,0.4,0,0,2,1,47,8,2,0
2,94384.0,0,0,62,1111,24,790,160,45,172,8,2,0,1,1,1,0,0,1,2013,482,4537,2302,18,0.2777777777777778,0.2777777777777778,0.0,1,0,0,0,72,7,1,3
0,23148.0,0,0,83,4,6,8,6,3,10,0,7,0,0,0,0,0,0,0,2014,131,4186,37,6,0.3333333333333333,0.5,0.16666666666666666,1,2,0,0,40,9,0,0
2,44267.0,1,1,48,183,5,65,3,5,49,2,9,0,0,0,0,0,0,0,2013,489,4544,310,16,0.3125,0.25,0.3125,0,0,2,1,55,14,2,0
2,71626.0,0,0,94,546,72,376,94,145,72,5,3,0,1,0,0,0,0,0,2012,605,4660,1305,19,0.2631578947368421,0.42105263157894735,0.05263157894736842,1,0,0,0,46,8,1,1
2,60894.0,0,1,61,606,7,155,10,0,54,3,7,0,0,0,0,0,0,0,2013,366,4421,832,26,0.38461538461538464,0.3076923076923077,0.19230769230769232,1,0,1,1,59,17,3,0
2,50200.0,1,1,70,266,6,51,8,6,64,1,8,0,0,0,0,0,0,0,2013,452,4507,401,19,0.3684210526315789,0.2631578947368421,0.3157894736842105,1,0,2,1,49,15,3,0
4,81051.0,0,0,43,1142,29,249,38,29,14,5,2,0,1,1,0,0,0,0,2014,37,4092,1501,23,0.21739130434782608,0.5217391304347826,0.043478260869565216,1,1,0,0,60,7,1,2
2,65169.0,0,0,23,1074,0,69,0,0,46,4,6,1,0,1,1,1,0,1,2014,166,4221,1189,28,0.35714285714285715,0.4642857142857143,0.03571428571428571,1,0,0,0,43,16,3,4
2,59868.0,0,1,37,771,51,154,54,10,154,2,6,0,0,0,0,0,0,0,2013,342,4397,1194,32,0.34375,0.375,0.21875,1,0,1,1,53,17,3,0
4,65695.0,0,1,50,371,32,189,0,58,6,4,4,0,0,0,0,0,0,0,2014,149,4204,656,21,0.23809523809523808,0.47619047619047616,0.09523809523809523,1,1,1,1,65,9,0,0
3,64857.0,0,0,78,556,14,717,210,0,43,5,4,0,0,0,0,0,0,0,2012,583,4638,1540,23,0.30434782608695654,0.43478260869565216,0.043478260869565216,0,1,0,0,69,11,1,0
3,45143.0,0,1,74,202,5,74,11,5,14,1,7,0,0,0,0,0,0,0,2013,307,4362,311,15,0.4,0.3333333333333333,0.2,1,1,1,1,60,13,3,0
0,74805.0,0,1,14,209,162,209,41,162,37,7,2,0,0,0,0,0,0,0,2013,235,4290,820,26,0.15384615384615385,0.38461538461538464,0.19230769230769232,1,2,1,1,70,6,1,0
0,59060.0,1,0,77,35,40,111,36,40,12,1,4,0,0,0,0,0,0,0,2014,169,4224,274,14,0.21428571428571427,0.5,0.21428571428571427,1,2,1,1,36,7,0,0
4,27238.0,1,1,39,37,0,17,0,0,3,0,9,0,0,0,0,0,0,0,2013,435,4490,57,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,2,1,63,12,2,0
2,47009.0,0,1,89,171,45,73,59,10,90,2,4,0,0,0,0,0,0,0,2013,271,4326,448,17,0.17647058823529413,0.47058823529411764,0.23529411764705882,1,0,1,1,60,7,0,0
0,46094.0,1,1,62,12,2,20,3,2,5,0,7,0,0,0,0,0,0,0,2014,19,4074,44,5,0.2,0.6,0.2,1,2,2,1,52,8,0,0
2,40321.0,1,1,59,44,4,21,6,0,27,0,7,0,0,0,0,0,0,0,2013,335,4390,102,8,0.375,0.375,0.25,1,0,2,1,53,10,2,0
2,37235.0,1,0,68,20,2,9,4,6,20,1,4,0,0,0,0,0,0,0,2014,148,4203,61,5,0.2,0.4,0.2,1,0,1,1,41,5,0,0
3,81843.0,0,0,13,779,86,537,34,69,138,9,3,0,0,0,0,0,0,0,2013,433,4488,1643,27,0.18518518518518517,0.4444444444444444,0.037037037037037035,1,1,0,0,65,8,1,0
3,46692.0,0,1,37,170,6,97,24,12,88,1,6,0,0,0,0,0,0,0,2013,388,4443,397,15,0.4,0.3333333333333333,0.2,1,1,1,1,67,12,3,0
2,77382.0,0,1,36,491,48,231,112,105,134,7,1,0,0,1,0,0,0,0,2014,173,4228,1121,26,0.19230769230769232,0.46153846153846156,0.07692307692307693,1,0,1,1,57,6,1,1
2,37774.0,2,0,28,173,8,107,7,2,176,2,9,1,0,0,0,0,1,1,2012,664,4719,473,16,0.4375,0.1875,0.25,0,0,2,1,48,16,2,1
1,18393.0,1,0,2,7,10,13,16,0,4,0,8,0,0,0,0,0,0,0,2014,92,4147,50,8,0.375,0.375,0.25,1,2,1,1,51,11,0,0
3,72828.0,0,1,17,1205,0,235,19,14,205,3,7,0,0,0,0,0,0,0,2013,500,4555,1678,28,0.21428571428571427,0.4642857142857143,0.21428571428571427,1,1,1,1,63,13,3,0
2,24711.0,0,0,86,10,7,25,6,3,7,0,7,0,0,0,0,0,0,0,2014,72,4127,58,7,0.42857142857142855,0.42857142857142855,0.14285714285714285,1,0,0,0,43,10,0,0
4,45503.0,1,0,54,97,4,44,6,1,18,1,5,0,0,0,0,0,0,0,2013,277,4332,170,9,0.3333333333333333,0.4444444444444444,0.1111111111111111,1,1,1,1,50,8,0,0
3,6560.0,0,0,2,67,11,26,4,3,262,0,17,0,0,0,0,0,0,0,2013,199,4254,373,2,0.5,0.5,0.0,0,1,0,0,43,18,2,0
4,71604.0,0,0,3,345,53,528,98,75,97,3,4,1,0,0,0,0,0,1,2013,224,4279,1196,17,0.47058823529411764,0.29411764705882354,0.058823529411764705,1,1,0,0,80,12,1,1
2,27244.0,1,0,84,6,5,17,3,24,46,2,7,0,0,0,0,0,0,0,2014,114,4169,101,8,0.25,0.25,0.25,1,0,1,1,46,9,0,0
2,48752.0,1,1,8,73,57,100,71,15,0,1,9,0,0,0,0,0,0,1,2012,564,4619,316,17,0.35294117647058826,0.29411764705882354,0.29411764705882354,1,0,2,1,56,15,2,0
2,71434.0,0,1,4,711,36,217,172,96,168,4,4,0,1,0,1,0,0,0,2013,284,4339,1400,21,0.3333333333333333,0.3333333333333333,0.14285714285714285,1,0,1,1,63,11,3,2
2,90842.0,0,0,57,774,70,118,182,187,93,9,1,0,0,0,0,0,0,0,2013,335,4390,1424,27,0.14814814814814814,0.48148148148148145,0.037037037037037035,0,0,0,0,77,5,1,0
3,88097.0,1,0,24,163,0,480,0,126,75,5,9,0,1,1,1,0,0,1,2012,680,4735,844,20,0.3,0.4,0.05,1,1,1,1,47,15,3,3
2,51948.0,0,1,51,82,33,54,71,30,41,2,5,0,0,0,0,0,0,0,2013,285,4340,311,13,0.38461538461538464,0.3076923076923077,0.15384615384615385,1,0,1,1,50,10,3,0
2,71853.0,0,0,29,358,108,413,141,97,32,8,1,0,0,0,0,0,0,0,2013,417,4472,1149,17,0.11764705882352941,0.35294117647058826,0.058823529411764705,1,0,0,0,43,3,1,0
3,35876.0,0,0,13,66,2,40,4,3,14,1,6,0,0,0,0,0,0,0,2014,70,4125,129,8,0.375,0.375,0.125,1,1,0,0,42,9,0,0
2,40049.0,0,1,23,13,6,7,0,3,3,0,6,0,0,0,0,0,0,0,2013,256,4311,32,5,0.2,0.6,0.2,0,0,1,1,73,7,0,0
2,39660.0,1,0,36,139,13,78,20,13,36,1,9,0,0,0,0,0,0,1,2012,690,4745,299,14,0.5,0.21428571428571427,0.21428571428571427,0,0,1,1,43,16,2,0
2,50127.0,0,1,88,274,0,21,4,6,15,1,6,0,1,0,0,0,0,0,2014,31,4086,320,13,0.38461538461538464,0.46153846153846156,0.07692307692307693,1,0,1,1,63,11,0,1
3,43263.0,0,1,2,262,6,61,0,10,102,2,5,0,0,0,0,0,0,0,2012,585,4640,441,16,0.3125,0.375,0.1875,1,1,1,1,48,10,3,0
3,62845.0,1,1,3,1099,0,45,0,0,34,4,8,0,1,0,0,0,0,1,2012,636,4691,1178,28,0.10714285714285714,0.35714285714285715,0.39285714285714285,1,1,2,1,76,11,3,1
2,18929.0,0,0,15,32,0,8,23,4,18,0,6,0,0,0,0,0,0,0,2013,498,4553,85,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,1,0,0,0,35,7,2,0
1,24367.0,1,0,58,2,4,2,0,11,5,0,9,0,0,0,0,0,0,0,2013,466,4521,24,4,0.25,0.5,0.25,0,2,1,1,43,10,2,0
2,33249.0,1,0,11,6,10,21,19,14,42,1,6,0,0,0,0,0,0,0,2013,494,4549,112,8,0.25,0.375,0.25,0,0,1,1,50,8,2,0
0,26887.0,0,1,27,6,7,4,3,4,6,0,6,0,0,0,0,0,0,0,2013,504,4559,30,5,0.2,0.6,0.2,1,2,1,1,66,7,2,0
4,50150.0,0,0,32,135,46,92,65,61,11,2,5,0,0,0,0,0,0,0,2013,374,4429,410,16,0.3125,0.4375,0.125,1,1,0,0,42,10,1,0
2,62061.0,0,1,12,641,7,84,0,30,38,4,6,0,1,0,0,0,0,0,2013,302,4357,800,24,0.4166666666666667,0.2916666666666667,0.125,1,0,1,1,49,16,3,1
4,85696.0,0,0,88,714,76,395,116,0,12,6,1,0,0,0,0,0,0,1,2013,422,4477,1313,20,0.2,0.45,0.05,0,1,0,0,63,5,1,0
